itm_item;grp_dscgrp;sgr_dscsgr;itm_descri;itm_marca
0000000951;MATERIAIS DURAVEIS;DIVERSOS;DESCASCADOR DE LEGUMES;
0000001919;;;ETIQUETA P/IMPRESSORA TERMICA 380UND. CX.02ROL.;PIMACO
0000000095;TEMPEROS E CONDIMENTOS;DIVERSOS;CATCHUP NAO PICANTE CX.12X1,160KG.;ARISCO
0000000889;FRIOS;DIVERSOS;CARNE BOVINA (COXAO DURO) CONG.;
0000000282;DESCARTAVEIS;DIVERSOS;ESPETINHO DE PAU P/CHURRASCO PCT.100UND.;AUREA
0000001130;;;ESTILETE LARGO CX.12UND.;
0000000181;MATERIAL DE LIMPEZA;DIVERSOS;TELA P/SANITARIO;COLUMBUS
0000001273;EXPEDIENTE;DIVERSOS;CADERNO GRANDE 10 MATERIAS ;
0000001317;;;PORTA CRACHA PCT.50UND.;DAC
0000001096;;;PAPEL A4 60KG. PCT.200FLS.;EXTRA
0000000216;DESCARTAVEIS;DIVERSOS;TAMPA DESCARTAVEL PCT.100X300ML.;BELPLAST
0000001471;MATERIAIS DURAVEIS;DIVERSOS;POLTRONA RECLINAVEL CORINO;FLY
0000001459;PERMANENTE;DIVERSOS;BATERIA ACUSTICA;NY TERST
0000000776;MATERIAL DE LIMPEZA;DIVERSOS;FIBRA DE LIMPEZA LEVE BRANCA 9504 TAM.102X260MM.;BETTANIN
0000000778;PRODUTOS DE HIGIENE;DIVERSOS;APARELHO DE BARBEAR EM METAL;SEKICH
0000001250;DESCARTAVEIS;DIVERSOS;INVOLUCRO DE PVC TRANSPARENTE ROL.28X15MT.;USAFILM
0000001359;DOCES;DIVERSOS;BALAS TIPO GOMA (JUJUBA) CX.30X50G.;DORY
0000001790;FRIOS;DIVERSOS;TOMATE CEREJA;CEASA
0000001732;MATERIAIS DURAVEIS;DIVERSOS;FILTRO PARA BEBEDOURO;LIPE L 2000
0000000947;MATINAIS;DIVERSOS;NUTREN ACTIVE CX.12X400G.;NESTLE
0000001149;MATINAIS;DIVERSOS;ACHOCOLATADO EM PO DIET CX.12X210G.;GOLD
0000000406;MATERIAIS DURAVEIS;DIVERSOS;PILHA ALCALINA PEQUENA AA;PANASONIC
0000000514;MATERIAIS DURAVEIS;DIVERSOS;GARFO TRIDENTE;
0000000484;MATERIAIS DURAVEIS;DIVERSOS;CONJUNTO P/MANTIMENTOS C/04UND.;
0000001979;MATERIAIS DURAVEIS;DIVERSOS;BASE PLASTICA P/COPO DE CAFE PCT.20UND.;NEW TURTLE
0000000127;PRODUTOS DE LIMPEZA;DIVERSOS;SODA CAUSTICA CX.12X500G.;COMBATE
0000000843;MASSAS E BISCOITOS;DIVERSOS;TORRADAS PEQUENA PCT.150G.;W&M
0000001880;;;PORTA FITA DUREX PEQUENO;WALLEU
0000000424;MATERIAIS DURAVEIS;DIVERSOS;PILHA ELETRICA GRANDE;PANASONIC
0000000857;MATINAIS;DIVERSOS;CAFE TORRADO EM GRAOS P/MAQ. DE EXPRESSO PCT.01KG ;SANTA CLARA
0000000187;DOCES;DIVERSOS;TIJOLINHO DE LEITE EMBALADO CX.12X50UND.;PUREZA
0000001006;FRIOS;DIVERSOS;TANGERINA;CEASA
0000000212;TEMPEROS E CONDIMENTOS;DIVERSOS;CALDO DE CARNE CX.10X63G.;MAGGI
0000001252;MATERIAL DE LIMPEZA;DIVERSOS;PAPEL TOALHA BOBINA F/S. CX.06X200MT.;PERFIL SOFT
0000001852;;;CLIPS 8/0 CX.25UND.;
0000001404;MATERIAIS DURAVEIS;DIVERSOS;MULTIFUNCIONAL JT HP F4480 PRETA;HP
0000001148;;;CANETA ESFEROGRAFICA COR PRETA CX.50UND.;
0000001662;MATERIAIS DURAVEIS;DIVERSOS;MICROFONE SEM FIO;TSI
0000000313;ENLATADOS;DIVERSOS;MILHO VERDE EM CONSERVA CX.06X02KG.;GOIAS VERDE
0000000250;MATERIAL DE LIMPEZA;DIVERSOS;FIBRACO LIMPEZA ULTRA PESADA BETTACO TAM.125X87MM.;BETTANIN
0000002027;;;FORMULARIO DE RECISAO DE CONT. 50FLS.;
0000001118;MATERIAL DE LIMPEZA;DIVERSOS;BALDE PLASTICO REFORCADO CAP.20L.;IGUAL
0000001565;MATERIAIS DURAVEIS;DIVERSOS;CUSCUZEIRA DE ALUMINIO;
0000001183;DESCARTAVEIS;DIVERSOS;SACO PLASTICO TRANSP. TAM.20X35CM. ;DORIPLAST
0000000829;MATERIAL DE LIMPEZA;DIVERSOS;LIXEIRA COM PEDAL CAP.40LT.;MARFINITE
0000000352;DESCARTAVEIS;DIVERSOS;COPO DESC. P/AGUA PCT.100X150ML.;COPOCENTRO
0000001221;CEREAIS;DIVERSOS;MISTURA P/RISOTO DE FRANGO C/LEGUMES CX.10X01KG.;FORMA FACIL
0000001984;FRIOS;DIVERSOS;KIT NATALINO DE FRIOS CONG.;SADIA
0000001729;FRIOS;DIVERSOS;SOBRECOXA DESSOSSADA DE FRANGO EMPANADO CONG.;SADIA
0000002095;MATERIAIS DURAVEIS;DIVERSOS;CALCA ENXUTA;
0000001391;PRODUTOS DE LIMPEZA;DIVERSOS;OLEO LUBRIFICANTE CX.12X100ML.;
0000000645;;;FITA DV CAM 184;SONY
0000001310;MASSAS E BISCOITOS;DIVERSOS;BISCOITO ROSQUINHA DE LEITE E COCO CX.12X400G.;PELAGGIO
0000000322;HORTIFRUTI;DIVERSOS;CEBOLINHA ;CEASA
0000000348;DESCARTAVEIS;DIVERSOS;GUARDANAPO DE PAPEL TAM.20X22CM. FD.48X50UND.;DADU
0000001603;FRIOS;DIVERSOS;FRANGO A PASSARINHO CONG. CX.08KG.;SADIA
0000000172;MATINAIS;DIVERSOS;LEITE EM PO INTEGRAL FD.50X200G.;ITAMBE
0000000721;BEBIDAS;DIVERSOS;REFRIGERANTE DE UVA CX.12X350ML.;FANTA
0000001375;MATERIAIS DURAVEIS;DIVERSOS;REDE DE NYLON PARA VOLEY;
0000000334;BEBIDAS;DIVERSOS;REFRESCO EM PO SAB. VARIADOS CX.15X30G.;MARATA
0000000029;MATERIAL DE LIMPEZA;DIVERSOS;SACO PLASTICO P/LIXO HOSP. T/P. PCT.100X200L.;RAVA
0000000948;MATINAIS;DIVERSOS;ALIM. A BASE DE SOJA S/LACT. CX.12X300G.;SOY +
0000001991;MATERIAIS DURAVEIS;DIVERSOS;PISCINA INFLAVEL CAP.3.400LT.;
0000001010;MATERIAL DE LIMPEZA;DIVERSOS;DESENTUPIDOR PARA PIA;FORTLEVES
0000001629;MATINAIS;DIVERSOS;LEITE EM PO INTEGRAL BAG CX.12X800G.;ITAMBE
0000001715;;;PAPEL JORNAL PCT.500FLS.;ECO
0000000764;BEBIDAS;DIVERSOS;REFRIGERANTE SABORES VARIADOS DESC. FD.12X250ML.;MAIS SABOR
0000000238;MATERIAL DE LIMPEZA;DIVERSOS;RODO DE MADEIRA 30CM. C/CABO DE MADEIRA;FORTLEVES
0000000906;FRIOS;DIVERSOS;GOIABA 1ª QUALIDADE;CEASA
0000001332;MATINAIS;DIVERSOS;MANTEIGA DA TERRA 01LT.;
0000000370;ENLATADOS;DIVERSOS;ATUM SOLIDO CX.24X170G.;GOMES DA COSTA
0000001247;MATERIAL DE LIMPEZA;DIVERSOS;PAPEL TOALHA F/S TAM.22,5X20,0CM. FD.12X02X80FLS.;LEVE
0000001777;FRIOS;DIVERSOS;UVAS RUBI;CEASA
0000000575;MATERIAIS DURAVEIS;DIVERSOS;TOALHA PARA ROSTO;FANTASIA
0000000359;FRIOS;DIVERSOS;POLPA DE GOIABA PCT.10X100G.;POLPA PURA
0000001619;ENLATADOS;DIVERSOS;FERMENTO BIOLOGICO SECO P/BOLO 100G.;FLEISCHMANN
0000000486;TEMPEROS E CONDIMENTOS;DIVERSOS;MAIONESE EM SACHET CX.06X01KG.;ODERICH
0000001361;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA 40CM. 9005;BETTANIN
0000002097;MATERIAIS DURAVEIS;DIVERSOS;LUVA PARA BEBE;
0000000834;PRODUTOS DE HIGIENE;DIVERSOS;ALGODAO HIDROFILO PCT.50G.;NEVOA
0000001116;DESCARTAVEIS;DIVERSOS;TNT CORES VARIADAS;
0000000001;;;TONER Q2612A LJ ;ORIGINAL HP
0000000032;HORTIFRUTI;DIVERSOS;BANANA MACA;CEASA
0000000917;MATINAIS;DIVERSOS;ALIMENTO A BASE DE ARROZ SACHET MUCILON 230G.;NESTLE
0000000371;CEREAIS;DIVERSOS;ARROZ BRANCO LONGO FINO T-1 FD.30X01KG.;ARA
0000001964;FRIOS;DIVERSOS;LINHACA;CEASA
0000000870;MATINAIS;DIVERSOS;ACHOCOLATADO PRONTINHO CX.27X200ML.;CHOCOBOM
0000001848;MATERIAIS DURAVEIS;DIVERSOS;FACA P/MESA EM INOX;
0000879952;DOCES;DIVERSOS;XXXXX;
0000000609;DOCES;DIVERSOS;DOCE MARIOLA DE BANANA PCT.20UND.;FLOR DO LAR
0000001428;;;CLIPS 2/0 CX.100UND.;
0000000595;MASSAS E BISCOITOS;DIVERSOS;MACARRAO ESPAGUETE PASTEURIZADO FD.10X500G.;GMP
0000987898;TEMPEROS E CONDIMENTOS;DIVERSOS;ACAFRAO MOIDO PCT.12X35G.;ISHASHI
0000000533;PRODUTOS DE LIMPEZA;DIVERSOS;LIMPADOR MULTI USO CX.12X500ML.;VEJA
0000000405;BEBIDAS;DIVERSOS;SUCO DE FRUTAS CONCENTRADO BOB.05L.;ORION/CITRO LIFE
0000000788;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL HIGIENICO BRANCO FD.08X300M. 9101;GOLD PREMIUM
0000001082;DESCARTAVEIS;DIVERSOS;RECIPIENTE TERMICO PCT.100X300M.;FNS
0000000924;MATINAIS;DIVERSOS;GELEIA CREMOSA DE FRUTAS CX.12X270G.;RITTER
0000000380;MATERIAL DE LIMPEZA;DIVERSOS;REFIL MOP PO 40CM.;CERTEC
0000000574;PRODUTOS DE LIMPEZA;DIVERSOS;DESODORANTE SANIT. C/APAR. CX.12X25G.;GLADE
0000000333;TEMPEROS E CONDIMENTOS;DIVERSOS;OLEO DE GIRASSOL CX.20X900ML.;SALADA
0000000297;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA DE PELO C/CABO DE MADEIRA 40CM;FORTLEVES
0000000617;MASSAS E BISCOITOS;DIVERSOS;PAO HAMBURGUER PCT.10X50G.;W&M
0000000457;PRODUTOS DE LIMPEZA;DIVERSOS;VASELINA LIQUIDA CX.12X01LT.;KING
0000001166;MATERIAIS DURAVEIS;DIVERSOS;TACA EM VIDRO PAULISTA P/AGUA CAP.245ML. COD.7002;NADIR FIGUEREDO
0000000803;ENLATADOS;DIVERSOS;CEREJAS EM CALDA CX.12X100G.;TING
0000001368;FRIOS;DIVERSOS;CARNE SUINA (LOMBO) S/OSSO CONG.;
0000001449;TEMPEROS E CONDIMENTOS;DIVERSOS;ESSENCIA DE BAUNLHA CX.06X500ML.;MARIZA
0000001092;MATERIAL DE LIMPEZA;DIVERSOS;SACO PLASTICO TRANSP. BOBINA TAM.39X60CM.;DORIPLAST
0000000752;FRIOS;DIVERSOS;PIMENTAO VERDE EXTRA 1ª QUALIDADE;CEASA
0000001040;MATINAIS;DIVERSOS;MARGARINA VEG. 70% LIP. C/SAL CX.12X500G.;PURO SABOR
0000000418;MATERIAIS DURAVEIS;DIVERSOS;LIXEIRA BASCULANTE CAP.15LT.;SANREMO
0000002013;MATERIAIS DURAVEIS;DIVERSOS;SAX ALTO SM - 35;MICHAEL
0000000516;ENLATADOS;DIVERSOS;MILHO VERDE EM CONSERVA SACHET 200G.;FUGINI
0000000792;DESCARTAVEIS;DIVERSOS;PAPEL TOALHA BOBINA CX.06X200MT.;DALPONT
0000001094;MATERIAL DE LIMPEZA;DIVERSOS;ESSENCIA PARA SAUNA 01LT.;TALIMPO
0000001741;DESCARTAVEIS;DIVERSOS;INVOLUCRO DE PVC TRANSPARENTE TAM.30X28CM.;GUARU
0000000146;MATERIAL DE LIMPEZA;DIVERSOS;ESPONJA DUPLA FACE TAM.100X71X18MM.;BETTANIN
0000000021;PRODUTOS DE HIGIENE;DIVERSOS;SABONETE LIQUIDO CX.12X01L.;
0000001785;HORTIFRUTI;DIVERSOS;ALFACE ROXA;CEASA
0000001495;;;PASTA PRETA C/ELAST. E C/DIVIS. TRANSPARENTE;ACP
0000000541;CEREAIS;DIVERSOS;FARINHA DE TRIGO ESPECIAL S/FERM. FD.10X01KG.;BRANDINI
0000001352;;;PINCEL PARA TINTA GUACHE PCT.12UND.;
0000001226;CEREAIS;DIVERSOS;QUEIJO PARMESSAO RALADO CX.20X50G.;
0000001579;MASSAS E BISCOITOS;DIVERSOS;BISCOITO MARIA CHOCOLATE CX.20X400G. ;PELAGGIO
0000001863;MASSAS E BISCOITOS;DIVERSOS;PAO HOT DOG C/05G. CR. VEG. 50G.;W&M
0000001349;MATERIAIS DURAVEIS;DIVERSOS;CRONOMETRO;CLASSIC
0000000345;MATERIAL DE LIMPEZA;DIVERSOS;RODO PLASTICO 40CM. C/CABO REVESTIDO;FORTLEVES 
0000001457;HORTIFRUTI;DIVERSOS;CAQUI;CEASA
0000001087;BEBIDAS;DIVERSOS;REFRIGERANTE DE COLA CX.12X350ML.;PEPSI
0000001261;MATERIAL DE LIMPEZA;DIVERSOS;LUVA DE BORRACHA PETROFLEX;ANSELL
0000001973;MATERIAIS DURAVEIS;DIVERSOS;BOMBA COM VALVULA;
0000001296;MATERIAIS DURAVEIS;DIVERSOS;CESTO P/LIXO PLASTICO CAP.20L.;PURIMAX
0000001618;MATINAIS;DIVERSOS;LEITE EM PO INTEGRAL FD.50X200G;BOM DU LEITE
0000001272;MASSAS E BISCOITOS;DIVERSOS;BISCOITO POPULAR DOCE LEITE COM COCO FD.20X400G.;ESTRELA
0000000554;DESCARTAVEIS;DIVERSOS;COPO DESC. P/AGUA PCT.100X150ML.;BELPLAST
0000000218;MATINAIS;DIVERSOS;NAN 2 PRO CX.12X400G.;NESTLE
0000001005;CEREAIS;DIVERSOS;MELANCIA 1ª QUALIDADE;CEASA
0000000050;TEMPEROS E CONDIMENTOS;DIVERSOS;VINAGRE DE ALCOOL CX.12X750ML.;MARATA
0000000007;HORTIFRUTI;DIVERSOS;BATATA DOCE 1ª QUALIDADE;CEASA
0000001222;FRIOS;DIVERSOS;PEITO DE FRANGO CONGELADO CX.18KG.;
0000000294;ENLATADOS;DIVERSOS;SARDINHA EM OLEO CX.50X135G.;GOMES DA COSTA
0000000993;FRIOS;DIVERSOS;POLPA DE MANGA PCT.10X100G.;POLPA PURA
0000000364;ENLATADOS;DIVERSOS;LEITE CONDENSADO MOÇA CX.48X395G.;NESTLE
0000001929;;;MOLDURA P/TELA DE SERIGRAFIA;
0000000952;CEREAIS;DIVERSOS;MACARRAO DE ARROZ FD.10X500G.;JASMINE
0000000041;MATINAIS;DIVERSOS;GLUCOSE DE MILHO CX.12X350G.;
0000000663;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL HIGIENICO BRANCO FD.64X30M.;KLASS
0000001934;PRODUTOS DE LIMPEZA;DIVERSOS;TINTA EM PO PCT.02KG.;
0000001591;TEMPEROS E CONDIMENTOS;DIVERSOS;MISTURA P/MOLHO DE TOMATE CX.10X500G.;NUTRIMENTAL
0000002104;MATINAIS;DIVERSOS;AVEIA EM FLOCOS FINOS CX.12X200G.;NUTRIMENTAL
0000001097;CEREAIS;DIVERSOS;MISTURA P/SOPA DE FRANGO CX.10X01KG.;FORMA FACIL
0000001837;MATERIAIS DURAVEIS;DIVERSOS;LAMPADA INCANDESCENTE 60WT.;
0000000314;PRODUTOS DE HIGIENE;DIVERSOS;AGUA OXIGENADA CX.12X01LT.;ALYNE
0000002085;MASSAS E BISCOITOS;DIVERSOS;BISCOITO CREAM CRACKER SACHET CX.180X02UND.;BOM SABOR
0000000326;ENLATADOS;DIVERSOS;AZEITONA VERDE S/CAROCO SACHET 150G.;PREDILECTA
0000000128;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA DE PELO C/CABO DE MADEIRA 30CM.;FORTLEVES
0000001399;MATERIAIS DURAVEIS;DIVERSOS;COPO P/LIQUIDIFICADOR CAP.1,5LT.;
0000000022;MATINAIS;DIVERSOS;FM 85 CX.70X01GR.;NESTLE
0000000930;PRODUTOS DE HIGIENE;DIVERSOS;SABONETE LIQ. NEUTRO REFIL 800ML.;NYCAR
0000001609;EXPEDIENTE;DIVERSOS;PINCEL PERMANENTE CX.12UND.;
0000000186;PERMANENTE;DIVERSOS;ARMARIO EM MADEIRA;DM
0000001773;FRIOS;DIVERSOS;MELAO ESPANHOL;CEASA
0000000590;MATINAIS;DIVERSOS;CAFE CAPPUCCINO DIET CX.24X150G.;3 CORACOES
0000000911;TEMPEROS E CONDIMENTOS;DIVERSOS;REALCADOR DE SABOR CX.24X100G.;AJI-NO-MOTO
0000001012;MATERIAIS DURAVEIS;DIVERSOS;GARRAFA TERMICA DE ROSCA CAP.01LT. COD.8211;INVICTA
0000001768;TEMPEROS E CONDIMENTOS;DIVERSOS;FLOR DE SAL CX.18X350;CINSAL
0000000119;MATINAIS;DIVERSOS;AVEIA EM FLOCOS FINOS CX.24X450G.;QUAKER
0000001080;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL TOALHA BRANCO CX.2000FLS.;TALIMPO
0000001262;DESCARTAVEIS;DIVERSOS;PALITO DENTAL EM SACHET CX.1.000UND.;DEGUST
0000001141;PRODUTOS DE LIMPEZA;DIVERSOS;CREOLINA GERM. E BACT. CX.12X750ML.;CREO CRYSTALLINO
0000000057;BEBIDAS;DIVERSOS;AGUA MINERAL S/GAS FD.12X300ML.;ACQUALITY
0000001365;;;BRINQUEDOS EDUCATIVOS ;
0000000106;PRODUTOS DE HIGIENE;DIVERSOS;DESODORANTE SPRAY CX.12X90ML.;FLORAL
0000000478;DESCARTAVEIS;DIVERSOS;PRATO FUNDO (CUMBUCA) 180MM. PCT.10UND.;ULTRA
0000002096;MATERIAIS DURAVEIS;DIVERSOS;CONJUNTO PAGAO PARA BEBE;
0000001975;EXPEDIENTE;DIVERSOS;AGULHA DE MAO PCT.25UND.;
0000002105;MATERIAIS DURAVEIS;DIVERSOS;PROTETOR DE CANELAS (AZUL/VERMELHO);
0000000935;DESCARTAVEIS;DIVERSOS;INVOLUCRO DE PVC TRANSPARENTE ROL.1000M.;DISPARFILM
0000000398;PRODUTOS DE LIMPEZA;DIVERSOS;SILIBRIL BOB.05L.;SANDET
0000000227;MATINAIS;DIVERSOS;ADOCANTE EM PO C/LACTOSE SACHET CX.1000X08G.;SANTA CLARA
0000000508;MASSAS E BISCOITOS;DIVERSOS;BISCOITO MARIA CX.20X400G.;ESTRELA
0000000295;ENLATADOS;DIVERSOS;ABACAXI EM CALDA RODELAS CX.12X400G.;OLE
0000000849;FRIOS;DIVERSOS;PEPINO 1ª QUALIDADE;CEASA
0000002083;MATERIAIS DURAVEIS;DIVERSOS;MASSA COLA EXTERNO BAL.15KG.;
0000007244;FRIOS;DIVERSOS;XXXXX;
0000002058;MATERIAIS DURAVEIS;DIVERSOS;TUBO ;
0000000552;MATERIAL DE LIMPEZA;DIVERSOS;PAPEL TOALHA VIRGEM MINI MECHA FD.10X0,20X100M.;GOLD PREMIUM
0000000710;MATERIAL DE LIMPEZA;DIVERSOS;SACO PLASTICO TRANSP. TAM.50X80X0,5;DORIPLAST
0000000458;BEBIDAS;DIVERSOS;SUCO CONCENTRADO DE ACEROLA CX.12X01LT.;CANA
0000000017;MATINAIS;DIVERSOS;CHA SACHET DE ERVA MATE CX.24X40G.;OETKER
0000000219;MATINAIS;DIVERSOS;LEITE EM PO INTEGRAL COM 12 VITAMINAS FD.20X500G.;BOMDULEITE
0000001059;MATERIAIS DURAVEIS;DIVERSOS;NO BREAK MICROSOL;STAYTION 600
0000001829;DOCES;DIVERSOS;GOMA DE MASCAR CX.120UND. 564G.;BIG BIG
0000000151;MATINAIS;DIVERSOS;CAFE MOIDO A VACUO PURO SELO ABIC CX.20X250G.;ODEBRECHT
0000000137;FRIOS;DIVERSOS;LARANJA LIMA;CEASA
0000000988;BEBIDAS;DIVERSOS;AGUA MINERAL C/GAS FD.12X500ML.;ACQUALITY
0000001779;MASSAS E BISCOITOS;DIVERSOS;PAO DE COCO 50G.;M&W
0000002108;MATERIAIS DURAVEIS;DIVERSOS;SACO DE AREA (ESPORTIVO);
0000000296;;;CD - R 700MB. PCT.100UND.;
0000001446;HORTIFRUTI;DIVERSOS;MUDAS DE PLANTAS;
0000000963;DESCARTAVEIS;DIVERSOS;PAPEL TOALHA BOBINA FD.04X200MT.;GOLD
0000001374;MATERIAIS DURAVEIS;DIVERSOS;PANELA DE PRESSAO CAP.07LT.;
0000000929;CEREAIS;DIVERSOS;FEIJAO BRANCO T-1 FD.30X01KG;NOVIN
0000000026;TEMPEROS E CONDIMENTOS;DIVERSOS;MOLHO INGLES CX.24X150ML.;GALLETO
0000000175;PRODUTOS DE LIMPEZA;DIVERSOS;SABAO EM PO SACHET FD.24X500G. ;BEM-TE-VI
0000000411;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL HIGIENICO KAI KAI CX.40X200FLS.;JOFEL
0000000633;BEBIDAS;DIVERSOS;AGUA MINERAL S/GAS CX.48X200ML.;CONTERRANEA
0000001354;;;PAPEL DUPLEX CORES VARIADAS PCT.20FLS.;
0000000058;ENLATADOS;DIVERSOS;SARDINHA EM OLEO CX.50X130G.;NAVE
0000001800;MATERIAIS DURAVEIS;DIVERSOS;AGITADOR MAGNETICO;
0000000075;PRODUTOS DE LIMPEZA;DIVERSOS;SAPOLIO CREMOSO CX.24X300G.;
0000000945;PRODUTOS DE HIGIENE;DIVERSOS;CONDICIONADOR P/CABELOS CX.12X500ML.;BIOTROPIC
0000000997;MATERIAL DE LIMPEZA;DIVERSOS;DISCO LIMPADOR P/ENC. IND. VERDE 30CM.;BETANNIN
0000000871;FRIOS;DIVERSOS;QUEIJO MINAS FRESCAL 500G.;BETANIA
0000001809;FRIOS;DIVERSOS;ERVA CIDREIRA;CEASA
0000000003;CEREAIS;DIVERSOS;FECULA DE MANDIOCA T-1 FD.20X01KG.;PILAO
0000001257;DESCARTAVEIS;DIVERSOS;PAPEL HIGIENICO FD.08X600M.;BIG ESTYLO
0000001443;MATERIAL DE LIMPEZA;DIVERSOS;BOMBA DE FLIT CAP.500ML. CX.12UND.;GUARANY
0000000571;MATERIAL DE LIMPEZA;DIVERSOS;DISCO LIMPADOR P/ENC. IND. VERDE 50CM.;BETTANIN
0000000448;PRODUTOS DE LIMPEZA;DIVERSOS;PURIFICADOR DE AR CX.12X360ML.;BOM AR
0000001154;PRODUTOS DE LIMPEZA;DIVERSOS;DESODORANTE SANIT. C/SUPORTE PCT.12X30G.;ORIENTAL
0000000311;MATINAIS;DIVERSOS;CHA SACHET DE ERVA DOCE CX.24X20G.;MARATA
0000000372;MATERIAL DE LIMPEZA;DIVERSOS;REFIL MOP PO 120CM.;BRALIMPIA
0000001078;MATERIAIS DURAVEIS;DIVERSOS;SABONETEIRA PLASTICA CLASSIC 90017;DALPONT
0000001106;ENLATADOS;DIVERSOS;FIGOS EM CALDA CX.12X400G.;OLE
0000000738;DESCARTAVEIS;DIVERSOS;COPO DESCARTAVEL PCT.100X180ML.;CRISTALCOPO
0000000342;BEBIDAS;DIVERSOS;REFRIGERANTE DE LIMAO CX.12X350ML.;SPRITE
0000001791;MATINAIS;DIVERSOS;MAIONESE EM SACHET CX.24X200G.;ODERICH
0000001813;DESCARTAVEIS;DIVERSOS;RECIPIENTE TERMICO C/TAMPA CX.1000X120ML.;DART
0000001672;MATERIAIS DURAVEIS;DIVERSOS;PROJETOR MULTIMIDIA NEC NP100 2000 ;LUMENS
0000000869;PRODUTOS DE HIGIENE;DIVERSOS;SHAMPOO P/CABELO INFANTIL CX.12X210ML.;XUXINHA
0000000422;MATERIAL DE LIMPEZA;DIVERSOS;SACO PLASTICO PARA LIXO PCT.100X100LT.;RAVA
0000001626;MATINAIS;DIVERSOS;ALIMENTO A BASE DE AVEIA SACHET CX.12X230G.;NUTRILON
0000000346;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL HIGIENICO FOLHA DUPLA FD.64X30M.;LE BLANC
0000000438;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL TOALHA BRANCO FD.1000FLS.;LIZ
0000001318;MATERIAIS DURAVEIS;DIVERSOS;BACIA EM ALUMINIO;VITORIA
0000000464;MATERIAL DE LIMPEZA;DIVERSOS;DISCO LIMPADOR P/ENC. IND. VERDE 40CM.;BETTANIN
0000000031;MATINAIS;DIVERSOS;GELEIA DE MOCOTO CX.27X220G.;ARISCO
0000001034;BEBIDAS;DIVERSOS;CAJUINA NAO ALCOOLICA CX.12X480ML.;NORDESTINA
0000000959;MATERIAL DE LIMPEZA;DIVERSOS;TOUCA TELADA PRETA PCT.01UND.;LAGROTTA
0000001560;FRIOS;DIVERSOS;CARNE BOVINA (MUSCULO) EM CUBOS CONG.;
0000000933;MATINAIS;DIVERSOS;NUTREN JR CX.24X400G.;NESTLE
0000001473;DOCES;DIVERSOS;DOCE DE BANANA CRISTALIZADO CX.24X400G.;FLOR DO LAR
0000001124;PRODUTOS DE LIMPEZA;DIVERSOS;ALCOOL EM GEL BOB.05LT.;ADTECH
0000001293;MATERIAL DE LIMPEZA;DIVERSOS;DISCO REMOVEDOR P/ENC. IND. BRANCO 35CM.;BETTANIN
0000000034;MASSAS E BISCOITOS;DIVERSOS;BISCOITO DE LEITE CX.60X30G.;RICHESTER
0000002111;INFORMATICA;DIVERSOS;TABLET GALAXY T113 8GB WIFI;SANSUNG
0000000971;DESCARTAVEIS;DIVERSOS;PAPEL A4 BRANCO CX.10X500FLS.;
0000000357;MASSAS E BISCOITOS;DIVERSOS;BISCOITO POPULAR DOCE FD.20X400G.;ESTRELA
0000000310;MATINAIS;DIVERSOS;CHA SACHET DE HORTELA CX.24X10G.;MARATA
0000001392;;;MEMORIA 01GB DDR 400;
0000001014;PERMANENTE;DIVERSOS;CADEIRA TIPO LONGARINA C/03 LUGARES;MUNDIAL
0000000287;TEMPEROS E CONDIMENTOS;DIVERSOS;"TEMPERO ""MEU FEIJAO"" PCT.550G.";KNORR
0000001254;EXPEDIENTE;DIVERSOS;ESTOJO PARA CANETAS ;
0000001628;;;PASTA AZ LOMBO ESTREITO/LARGO CX.20UND.;
0000001832;;;FITA VELCRO;
0000002101;MATINAIS;DIVERSOS;BARRA DE CEREAL SABORES VARIADOS CX.24X22G.;RITTER
0000001891;EXPEDIENTE;DIVERSOS;PAPEL VELUDO CORES VARIADAS PCT.25FLS.;
0000001738;MATERIAL DE LIMPEZA;DIVERSOS;CABO DE ALUMINIO P/MOP UMIDO APROX.158CM.;CERTEC
0000000640;FRIOS;DIVERSOS;GENGIBRE;CEASA
0000000190;MATERIAIS DURAVEIS;DIVERSOS;BICO P/MAMADEIRA EM SILICONE PCT.02UND.;FIONA
0000002069;MATERIAIS DURAVEIS;DIVERSOS;EXTINTOR PO QUIMICO 20KG;
0000000097;TEMPEROS E CONDIMENTOS;DIVERSOS;MOLHO DE TOMATE CX.12X520G.;TARANTELA
0000000440;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA DE PELO RETA 30CM. 9003;BETTANIN
0000000204;MATERIAIS DURAVEIS;DIVERSOS;ESTANTE DE ACO C/05 PRATELEIRAS;RR METAIS
0000001266;FRIOS;DIVERSOS;GRAO DE BICO PCT.500GR.;YOKI
0000001465;MATERIAIS DURAVEIS;DIVERSOS;PANDEIRO MEIA LUA;IZZO
